"country","year","emissions"
"Lesotho","X2019",1.19
"Liberia","X1990",6.93
"Liberia","X1991",6.99
"Liberia","X1992",7.14
"Liberia","X1993",7.23
"Liberia","X1994",7.19
"Liberia","X1995",6.99
"Liberia","X1996",6.58
"Liberia","X1997",6.13
"Liberia","X1998",5.7
"Liberia","X1999",5.28
"Liberia","X2000",5.02
"Liberia","X2001",4.84
"Liberia","X2002",4.73
"Liberia","X2003",4.69
"Liberia","X2004",4.61
"Liberia","X2005",4.52
"Liberia","X2006",4.44
"Liberia","X2007",4.23
"Liberia","X2008",4.05
"Liberia","X2009",4.11
"Liberia","X2010",3.83
"Liberia","X2011",3.75
"Liberia","X2012",3.67
"Liberia","X2013",3.57
"Liberia","X2014",3.63
"Liberia","X2015",3.69
"Liberia","X2016",3.45
"Liberia","X2017",3.34
"Liberia","X2018",3.22
"Liberia","X2019",3.21
"Libya","X1990",19.71
"Libya","X1991",20.3
"Libya","X1992",18.02
"Libya","X1993",19.17
"Libya","X1994",21.74
"Libya","X1995",23
"Libya","X1996",23.2
"Libya","X1997",21.33
"Libya","X1998",20.99
"Libya","X1999",20.07
"Libya","X2000",20.65
"Libya","X2001",19.63
"Libya","X2002",19.14
"Libya","X2003",20.39
"Libya","X2004",20.91
"Libya","X2005",22.32
"Libya","X2006",22.37
"Libya","X2007",21.46
"Libya","X2008",21.97
"Libya","X2009",21.21
"Libya","X2010",22.16
"Libya","X2011",12.1
"Libya","X2012",21.1
"Libya","X2013",18.19
"Libya","X2014",15.29
"Libya","X2015",14.02
"Libya","X2016",13.89
"Libya","X2017",17.06
"Libya","X2018",18.2
"Libya","X2019",18.69
"Liechtenstein","X1990",7.8
"Liechtenstein","X1991",7.95
"Liechtenstein","X1992",7.87
"Liechtenstein","X1993",8.03
"Liechtenstein","X1994",7.47
"Liechtenstein","X1995",7.48
"Liechtenstein","X1996",7.45
"Liechtenstein","X1997",7.73
"Liechtenstein","X1998",7.97
"Liechtenstein","X1999",7.8
"Liechtenstein","X2000",7.44
"Liechtenstein","X2001",7.52
"Liechtenstein","X2002",7.63
"Liechtenstein","X2003",7.86
"Liechtenstein","X2004",7.82
"Liechtenstein","X2005",7.76
"Liechtenstein","X2006",7.77
"Liechtenstein","X2007",6.88
"Liechtenstein","X2008",7.39
"Liechtenstein","X2009",6.93
"Liechtenstein","X2010",6.48
"Liechtenstein","X2011",5.23
"Liechtenstein","X2012",5.43
"Liechtenstein","X2013",5.6
"Liechtenstein","X2014",4.7
"Liechtenstein","X2015",4.62
"Liechtenstein","X2016",4.34
"Liechtenstein","X2017",4.49
"Liechtenstein","X2018",4.14
"Liechtenstein","X2019",4.3
"Lithuania","X1990",12.37
"Lithuania","X1991",12.83
"Lithuania","X1992",8.86
"Lithuania","X1993",7.3
"Lithuania","X1994",6.79
"Lithuania","X1995",6.41
"Lithuania","X1996",6.67
"Lithuania","X1997",6.66
"Lithuania","X1998",6.96
"Lithuania","X1999",6.23
"Lithuania","X2000",5.79
"Lithuania","X2001",5.82
"Lithuania","X2002",5.97
"Lithuania","X2003",6.07
"Lithuania","X2004",6.42
"Lithuania","X2005",6.86
"Lithuania","X2006",7.01
"Lithuania","X2007",7.41
"Lithuania","X2008",7.31
"Lithuania","X2009",6.26
"Lithuania","X2010",6.65
"Lithuania","X2011",4.61
"Lithuania","X2012",4.65
"Lithuania","X2013",4.39
"Lithuania","X2014",4.27
"Lithuania","X2015",4.4
"Lithuania","X2016",6.37
"Lithuania","X2017",6.43
"Lithuania","X2018",6.53
"Lithuania","X2019",6.55
"Luxembourg","X1990",30.26
"Luxembourg","X1991",31.12
"Luxembourg","X1992",29.93
"Luxembourg","X1993",30.06
"Luxembourg","X1994",27.55
"Luxembourg","X1995",21.92
"Luxembourg","X1996",21.82
"Luxembourg","X1997",20.36
"Luxembourg","X1998",18.52
"Luxembourg","X1999",19.18
"Luxembourg","X2000",20.36
"Luxembourg","X2001",21.5
"Luxembourg","X2002",23.03
"Luxembourg","X2003",23.68
"Luxembourg","X2004",26.51
"Luxembourg","X2005",26.62
"Luxembourg","X2006",25.77
"Luxembourg","X2007",24.15
"Luxembourg","X2008",23.57
"Luxembourg","X2009",21.95
"Luxembourg","X2010",22.73
"Luxembourg","X2011",22.49
"Luxembourg","X2012",21.52
"Luxembourg","X2013",20.05
"Luxembourg","X2014",18.69
"Luxembourg","X2015",17.35
"Luxembourg","X2016",16.44
"Luxembourg","X2017",16.31
"Luxembourg","X2018",16.5
"Luxembourg","X2019",16.46
"Macedonia","X1990",6.96
"Macedonia","X1991",6.62
"Macedonia","X1992",6.36
"Macedonia","X1993",6.38
"Macedonia","X1994",6.15
"Macedonia","X1995",5.96
"Macedonia","X1996",6.72
"Macedonia","X1997",6.12
"Macedonia","X1998",6.45
"Macedonia","X1999",5.97
"Macedonia","X2000",5.79
"Macedonia","X2001",5.78
"Macedonia","X2002",5.52
"Macedonia","X2003",5.91
"Macedonia","X2004",5.79
"Macedonia","X2005",5.95
"Macedonia","X2006",5.95
"Macedonia","X2007",6.18
"Macedonia","X2008",6.07
"Macedonia","X2009",5.72
"Macedonia","X2010",5.63
"Macedonia","X2011",6.07
"Macedonia","X2012",5.8
"Macedonia","X2013",5.37
"Macedonia","X2014",5.16
"Macedonia","X2015",5.03
"Macedonia","X2016",5
"Macedonia","X2017",5.24
"Macedonia","X2018",4.99
"Macedonia","X2019",5.42
"Madagascar","X1990",4.74
"Madagascar","X1991",4.61
"Madagascar","X1992",4.49
"Madagascar","X1993",4.39
"Madagascar","X1994",4.24
"Madagascar","X1995",4.15
"Madagascar","X1996",4.07
"Madagascar","X1997",3.9
"Madagascar","X1998",3.86
"Madagascar","X1999",3.72
"Madagascar","X2000",3.52
"Madagascar","X2001",2.93
"Madagascar","X2002",2.7
"Madagascar","X2003",2.76
"Madagascar","X2004",2.62
"Madagascar","X2005",2.77
"Madagascar","X2006",2.62
"Madagascar","X2007",2.62
"Madagascar","X2008",2.48
"Madagascar","X2009",2.46
"Madagascar","X2010",2.42
"Madagascar","X2011",1.8
"Madagascar","X2012",1.79
"Madagascar","X2013",1.69
"Madagascar","X2014",1.64
"Madagascar","X2015",1.63
"Madagascar","X2016",1.62
"Madagascar","X2017",1.55
"Madagascar","X2018",1.51
"Madagascar","X2019",1.49
"Malawi","X1990",1.24
"Malawi","X1991",1.24
"Malawi","X1992",1.22
"Malawi","X1993",1.24
"Malawi","X1994",1.19
"Malawi","X1995",1.2
"Malawi","X1996",1.19
"Malawi","X1997",1.16
"Malawi","X1998",1.15
"Malawi","X1999",1.12
"Malawi","X2000",1.09
"Malawi","X2001",1.06
"Malawi","X2002",1.07
"Malawi","X2003",1.08
"Malawi","X2004",1.04
"Malawi","X2005",1.04
"Malawi","X2006",1.02
"Malawi","X2007",1.03
"Malawi","X2008",1.04
"Malawi","X2009",1
"Malawi","X2010",1.04
"Malawi","X2011",1.01
"Malawi","X2012",1.02
"Malawi","X2013",0.99
"Malawi","X2014",1
"Malawi","X2015",1
"Malawi","X2016",1
"Malawi","X2017",0.99
"Malawi","X2018",1.04
"Malawi","X2019",1.04
"Malaysia","X1990",10.93
"Malaysia","X1991",11.24
"Malaysia","X1992",11.09
"Malaysia","X1993",11.16
"Malaysia","X1994",11.27
"Malaysia","X1995",11.34
"Malaysia","X1996",11.48
"Malaysia","X1997",11.72
"Malaysia","X1998",12.76
"Malaysia","X1999",11.48
"Malaysia","X2000",11.72
"Malaysia","X2001",11.09
"Malaysia","X2002",11.52
"Malaysia","X2003",11.7
"Malaysia","X2004",12.47
"Malaysia","X2005",12.77
"Malaysia","X2006",12.37
"Malaysia","X2007",13.07
"Malaysia","X2008",13.27
"Malaysia","X2009",12.9
"Malaysia","X2010",13.13
"Malaysia","X2011",5.11
"Malaysia","X2012",5.1
"Malaysia","X2013",5.74
"Malaysia","X2014",6.77
"Malaysia","X2015",6.19
"Malaysia","X2016",12.3
"Malaysia","X2017",11.59
"Malaysia","X2018",12.18
"Malaysia","X2019",12.4
"Maldives","X1990",0.91
"Maldives","X1991",0.91
"Maldives","X1992",1.17
"Maldives","X1993",1.06
"Maldives","X1994",1.05
"Maldives","X1995",1.27
"Maldives","X1996",1.34
"Maldives","X1997",1.56
"Maldives","X1998",1.45
"Maldives","X1999",1.88
"Maldives","X2000",1.98
"Maldives","X2001",2.01
"Maldives","X2002",2.43
"Maldives","X2003",2.09
"Maldives","X2004",2.74
"Maldives","X2005",2.6
"Maldives","X2006",3.04
"Maldives","X2007",2.98
"Maldives","X2008",2.95
"Maldives","X2009",3.01
"Maldives","X2010",3.07
"Maldives","X2011",3.14
"Maldives","X2012",3.41
"Maldives","X2013",3.3
"Maldives","X2014",3.75
"Maldives","X2015",3.65
"Maldives","X2016",4.41
"Maldives","X2017",4.53
"Maldives","X2018",4.93
"Maldives","X2019",4.9
"Mali","X1990",2.03
"Mali","X1991",1.98
"Mali","X1992",1.93
"Mali","X1993",1.91
"Mali","X1994",1.88
"Mali","X1995",1.87
"Mali","X1996",1.84
"Mali","X1997",1.87
"Mali","X1998",2.21
"Mali","X1999",2.24
"Mali","X2000",2.21
"Mali","X2001",1.89
"Mali","X2002",1.86
"Mali","X2003",1.86
"Mali","X2004",1.99
"Mali","X2005",2
"Mali","X2006",1.96
"Mali","X2007",1.96
"Mali","X2008",2
"Mali","X2009",1.96
"Mali","X2010",2.05
"Mali","X2011",2.04
"Mali","X2012",2.02
"Mali","X2013",2.04
"Mali","X2014",2.02
"Mali","X2015",2.04
"Mali","X2016",2.23
"Mali","X2017",2.21
"Mali","X2018",2.22
"Mali","X2019",2.25
"Malta","X1990",7.14
"Malta","X1991",6.69
"Malta","X1992",6.56
"Malta","X1993",8.24
"Malta","X1994",7.37
"Malta","X1995",6.98
"Malta","X1996",6.78
"Malta","X1997",7.14
"Malta","X1998",6.85
"Malta","X1999",6.92
"Malta","X2000",6.18
"Malta","X2001",7.08
"Malta","X2002",6.62
"Malta","X2003",7.33
"Malta","X2004",7.3
"Malta","X2005",7.39
"Malta","X2006",7.55
"Malta","X2007",7.74
"Malta","X2008",7.55
"Malta","X2009",7.03
"Malta","X2010",7.25
"Malta","X2011",7.19
"Malta","X2012",7.55
"Malta","X2013",6.68
"Malta","X2014",6.58
"Malta","X2015",4.9
"Malta","X2016",4.13
"Malta","X2017",4.32
"Malta","X2018",4.21
"Malta","X2019",4.23
"Marshall Islands","X1990",0.53
"Marshall Islands","X1991",0.53
"Marshall Islands","X1992",2.17
"Marshall Islands","X1993",2.26
"Marshall Islands","X1994",2.33
"Marshall Islands","X1995",2.41
"Marshall Islands","X1996",2.44
"Marshall Islands","X1997",2.45
"Marshall Islands","X1998",2.51
"Marshall Islands","X1999",2.52
"Marshall Islands","X2000",2.66
"Marshall Islands","X2001",2.7
"Marshall Islands","X2002",2.84
"Marshall Islands","X2003",2.75
"Marshall Islands","X2004",2.96
"Marshall Islands","X2005",3.08
"Marshall Islands","X2006",3.08
"Marshall Islands","X2007",3.13
"Marshall Islands","X2008",2.99
"Marshall Islands","X2009",3.05
"Marshall Islands","X2010",3.11
"Marshall Islands","X2011",3.13
"Marshall Islands","X2012",3.11
"Marshall Islands","X2013",3.19
"Marshall Islands","X2014",3.25
"Marshall Islands","X2015",3.34
"Marshall Islands","X2016",3.81
"Marshall Islands","X2017",3.9
"Marshall Islands","X2018",3.91
"Marshall Islands","X2019",3.94
"Mauritania","X1990",3.52
"Mauritania","X1991",3.54
"Mauritania","X1992",3.38
"Mauritania","X1993",3.39
"Mauritania","X1994",3.26
"Mauritania","X1995",3.23
"Mauritania","X1996",3.37
"Mauritania","X1997",3.42
"Mauritania","X1998",3.48
"Mauritania","X1999",3.59
"Mauritania","X2000",3.65
"Mauritania","X2001",3.62
"Mauritania","X2002",3.57
"Mauritania","X2003",3.5
"Mauritania","X2004",3.43
"Mauritania","X2005",3.32
"Mauritania","X2006",3.45
"Mauritania","X2007",3.39
"Mauritania","X2008",3.03
"Mauritania","X2009",3.23
"Mauritania","X2010",3.27
"Mauritania","X2011",3.19
"Mauritania","X2012",3.24
"Mauritania","X2013",3.17
"Mauritania","X2014",3.2
"Mauritania","X2015",3.34
"Mauritania","X2016",2.91
"Mauritania","X2017",2.87
"Mauritania","X2018",2.89
"Mauritania","X2019",2.92
"Mauritius","X1990",2.16
"Mauritius","X1991",2.22
"Mauritius","X1992",2.28
"Mauritius","X1993",2.39
"Mauritius","X1994",2.42
"Mauritius","X1995",2.46
"Mauritius","X1996",2.59
"Mauritius","X1997",2.65
"Mauritius","X1998",2.86
"Mauritius","X1999",3.27
"Mauritius","X2000",3.61
"Mauritius","X2001",3.76
"Mauritius","X2002",3.75
"Mauritius","X2003",3.88
"Mauritius","X2004",3.88
"Mauritius","X2005",4.01
"Mauritius","X2006",4.34
"Mauritius","X2007",4.43
"Mauritius","X2008",4.5
"Mauritius","X2009",4.49
"Mauritius","X2010",4.7
"Mauritius","X2011",4.66
"Mauritius","X2012",4.78
"Mauritius","X2013",4.87
"Mauritius","X2014",5.02
"Mauritius","X2015",5.05
"Mauritius","X2016",5.15
"Mauritius","X2017",5.3
"Mauritius","X2018",5.31
"Mauritius","X2019",5.39
"Mexico","X1990",5.08
"Mexico","X1991",5.2
"Mexico","X1992",5.14
"Mexico","X1993",5.25
"Mexico","X1994",5.46
"Mexico","X1995",5.14
"Mexico","X1996",5.26
"Mexico","X1997",5.42
"Mexico","X1998",5.69
"Mexico","X1999",5.44
"Mexico","X2000",5.64
"Mexico","X2001",4.63
"Mexico","X2002",4.66
"Mexico","X2003",4.85
"Mexico","X2004",4.86
"Mexico","X2005",5.02
"Mexico","X2006",5.14
"Mexico","X2007",5.17
"Mexico","X2008",5.14
"Mexico","X2009",4.98
"Mexico","X2010",5.06
"Mexico","X2011",5.87
"Mexico","X2012",5.86
"Mexico","X2013",5.68
"Mexico","X2014",5.51
"Mexico","X2015",5.6
"Mexico","X2016",5.59
"Mexico","X2017",5.51
"Mexico","X2018",5.31
"Mexico","X2019",5.26
"Micronesia","X1990",0.08
"Micronesia","X1991",-0.22
"Micronesia","X1992",0.84
"Micronesia","X1993",0.84
"Micronesia","X1994",0.9
"Micronesia","X1995",1.4
"Micronesia","X1996",1.42
"Micronesia","X1997",1.47
"Micronesia","X1998",1.52
"Micronesia","X1999",1.53
"Micronesia","X2000",1.58
"Micronesia","X2001",1.74
"Micronesia","X2002",1.65
"Micronesia","X2003",1.79
"Micronesia","X2004",1.83
"Micronesia","X2005",1.88
"Micronesia","X2006",1.71
"Micronesia","X2007",1.68
"Micronesia","X2008",1.52
"Micronesia","X2009",1.69
"Micronesia","X2010",1.47
"Micronesia","X2011",1.56
"Micronesia","X2012",1.66
"Micronesia","X2013",1.73
"Micronesia","X2014",1.76
"Micronesia","X2015",1.81
"Micronesia","X2016",1.98
"Micronesia","X2017",2
"Micronesia","X2018",1.99
"Micronesia","X2019",1.99
"Moldova","X1990",12.75
"Moldova","X1991",10.69
"Moldova","X1992",9
"Moldova","X1993",7.86
"Moldova","X1994",6.84
"Moldova","X1995",6.18
"Moldova","X1996",5.58
"Moldova","X1997",5.03
"Moldova","X1998",4.54
"Moldova","X1999",4.08
"Moldova","X2000",3.8
"Moldova","X2001",3.65
"Moldova","X2002",3.7
"Moldova","X2003",3.92
"Moldova","X2004",3.92
"Moldova","X2005",4.04
"Moldova","X2006",3.93
"Moldova","X2007",4.02
"Moldova","X2008",3.98
"Moldova","X2009",3.75
"Moldova","X2010",4.07
"Moldova","X2011",4.33
"Moldova","X2012",4.24
"Moldova","X2013",3.94
"Moldova","X2014",4.17
"Moldova","X2015",4.27
"Moldova","X2016",4.59
"Moldova","X2017",4.67
"Moldova","X2018",4.94
"Moldova","X2019",5.06
"Mongolia","X1990",15.72
"Mongolia","X1991",16.49
"Mongolia","X1992",15.3
"Mongolia","X1993",14.64
"Mongolia","X1994",13.74
"Mongolia","X1995",14.03
"Mongolia","X1996",13.63
"Mongolia","X1997",14.44
"Mongolia","X1998",14.16
"Mongolia","X1999",14.08
"Mongolia","X2000",14.44
"Mongolia","X2001",12.95
"Mongolia","X2002",12.09
"Mongolia","X2003",11.87
"Mongolia","X2004",11.66
"Mongolia","X2005",12.61
"Mongolia","X2006",13.59
"Mongolia","X2007",14.46
"Mongolia","X2008",14.33
"Mongolia","X2009",14.51
"Mongolia","X2010",13.26
"Mongolia","X2011",14.01
"Mongolia","X2012",14.93
"Mongolia","X2013",15.49
"Mongolia","X2014",16.02
"Mongolia","X2015",16.23
"Mongolia","X2016",16.68
"Mongolia","X2017",17.3
"Mongolia","X2018",17.58
"Mongolia","X2019",18.34
"Montenegro","X1990",6.83
"Montenegro","X1991",5.88
"Montenegro","X1992",5.88
"Montenegro","X1993",5.57
"Montenegro","X1994",5.51
"Montenegro","X1995",5.73
"Montenegro","X1996",6.15
"Montenegro","X1997",6.4
"Montenegro","X1998",6.57
"Montenegro","X1999",5.65
"Montenegro","X2000",6.08
"Montenegro","X2001",0.07
"Montenegro","X2002",0.24
"Montenegro","X2003",0.44
"Montenegro","X2004",0.46
"Montenegro","X2005",0.13
"Montenegro","X2006",0.22
"Montenegro","X2007",-0.13
"Montenegro","X2008",0.59
"Montenegro","X2009",-1.17
"Montenegro","X2010",0.01
"Montenegro","X2011",6.49
"Montenegro","X2012",6.09
"Montenegro","X2013",5.86
"Montenegro","X2014",5.7
"Montenegro","X2015",5.86
"Montenegro","X2016",5.51
"Montenegro","X2017",5.73
"Montenegro","X2018",6.05
"Montenegro","X2019",6.21
"Morocco","X1990",1.29
"Morocco","X1991",1.32
"Morocco","X1992",1.34
"Morocco","X1993",1.3
"Morocco","X1994",1.4
"Morocco","X1995",1.4
"Morocco","X1996",1.41
"Morocco","X1997",1.46
"Morocco","X1998",1.47
"Morocco","X1999",1.53
"Morocco","X2000",1.55
"Morocco","X2001",1.66
"Morocco","X2002",1.7
"Morocco","X2003",1.68
"Morocco","X2004",1.81
"Morocco","X2005",1.89
"Morocco","X2006",1.93
"Morocco","X2007",1.94
"Morocco","X2008",1.99
"Morocco","X2009",1.97
"Morocco","X2010",2.05
"Morocco","X2011",2.27
"Morocco","X2012",2.29
"Morocco","X2013",2.27
"Morocco","X2014",2.28
"Morocco","X2015",2.31
"Morocco","X2016",2.23
"Morocco","X2017",2.33
"Morocco","X2018",2.36
"Morocco","X2019",2.5
"Mozambique","X1990",6.42
"Mozambique","X1991",6.28
"Mozambique","X1992",6.11
"Mozambique","X1993",5.92
"Mozambique","X1994",5.71
"Mozambique","X1995",5.53
"Mozambique","X1996",4.47
"Mozambique","X1997",4.22
"Mozambique","X1998",4.3
"Mozambique","X1999",4.12
"Mozambique","X2000",3.89
"Mozambique","X2001",4.74
"Mozambique","X2002",4.6
"Mozambique","X2003",4.72
"Mozambique","X2004",4.55
"Mozambique","X2005",4.65
"Mozambique","X2006",4.46
"Mozambique","X2007",4.39
"Mozambique","X2008",4.5
"Mozambique","X2009",4.14
"Mozambique","X2010",4.39
"Mozambique","X2011",3.85
"Mozambique","X2012",3.93
"Mozambique","X2013",3.89
"Mozambique","X2014",3.77
"Mozambique","X2015",3.6
"Mozambique","X2016",3.88
"Mozambique","X2017",3.73
"Mozambique","X2018",3.77
"Mozambique","X2019",3.52
"Myanmar","X1990",5.03
"Myanmar","X1991",4.95
"Myanmar","X1992",4.96
"Myanmar","X1993",4.96
"Myanmar","X1994",4.97
"Myanmar","X1995",4.98
"Myanmar","X1996",4.87
"Myanmar","X1997",4.75
"Myanmar","X1998",4.83
"Myanmar","X1999",4.88
"Myanmar","X2000",4.76
"Myanmar","X2001",4.27
"Myanmar","X2002",4.2
"Myanmar","X2003",4.41
"Myanmar","X2004",4.64
"Myanmar","X2005",4.43
"Myanmar","X2006",4.49
"Myanmar","X2007",4.65
"Myanmar","X2008",4.36
"Myanmar","X2009",4.53
"Myanmar","X2010",4.6
"Myanmar","X2011",3.99
"Myanmar","X2012",4.12
"Myanmar","X2013",4.14
"Myanmar","X2014",4.25
"Myanmar","X2015",4.34
"Myanmar","X2016",4.18
"Myanmar","X2017",4.4
"Myanmar","X2018",4.47
"Myanmar","X2019",4.5
"Namibia","X1990",NA
"Namibia","X1991",13.42
"Namibia","X1992",13.03
"Namibia","X1993",12.7
"Namibia","X1994",12.53
"Namibia","X1995",12.31
"Namibia","X1996",11.98
"Namibia","X1997",11.64
"Namibia","X1998",11.82
"Namibia","X1999",11.63
"Namibia","X2000",11.88
"Namibia","X2001",11.69
"Namibia","X2002",10.76
"Namibia","X2003",10.95
"Namibia","X2004",11.04
"Namibia","X2005",11.17
"Namibia","X2006",11.66
"Namibia","X2007",11.14
"Namibia","X2008",10.23
"Namibia","X2009",11.45
"Namibia","X2010",10.96
"Namibia","X2011",13.08
"Namibia","X2012",13.55
"Namibia","X2013",10.27
"Namibia","X2014",9.76
"Namibia","X2015",9.63
"Namibia","X2016",9.69
"Namibia","X2017",9.59
"Namibia","X2018",9.06
"Namibia","X2019",8.51
"Nauru","X1990",13.7
"Nauru","X1991",13.38
"Nauru","X1992",12.45
"Nauru","X1993",11.54
"Nauru","X1994",11.02
"Nauru","X1995",10.61
"Nauru","X1996",9.97
"Nauru","X1997",10.04
"Nauru","X1998",9.84
"Nauru","X1999",9.37
"Nauru","X2000",8.97
"Nauru","X2001",8.35
"Nauru","X2002",8.19
"Nauru","X2003",7.36
"Nauru","X2004",7.44
"Nauru","X2005",7.79
"Nauru","X2006",5.45
"Nauru","X2007",4.99
"Nauru","X2008",4.77
"Nauru","X2009",4.53
"Nauru","X2010",4.74
"Nauru","X2011",4.47
"Nauru","X2012",4.63
"Nauru","X2013",5.14
"Nauru","X2014",5.47
"Nauru","X2015",5.89
"Nauru","X2016",6.55
"Nauru","X2017",6.88
"Nauru","X2018",6.52
"Nauru","X2019",6.5
"Nepal","X1990",1.07
"Nepal","X1991",1.05
"Nepal","X1992",1.01
"Nepal","X1993",1.02
"Nepal","X1994",1.04
"Nepal","X1995",1.07
"Nepal","X1996",1.05
"Nepal","X1997",1.04
"Nepal","X1998",1.05
"Nepal","X1999",1.09
"Nepal","X2000",1.08
"Nepal","X2001",0.96
"Nepal","X2002",0.91
"Nepal","X2003",0.95
"Nepal","X2004",0.94
"Nepal","X2005",0.95
"Nepal","X2006",0.92
"Nepal","X2007",0.92
"Nepal","X2008",0.96
"Nepal","X2009",1.02
"Nepal","X2010",1.06
"Nepal","X2011",1.36
"Nepal","X2012",1.41
"Nepal","X2013",1.44
"Nepal","X2014",1.5
"Nepal","X2015",1.46
"Nepal","X2016",1.65
"Nepal","X2017",1.66
"Nepal","X2018",1.74
"Nepal","X2019",1.69
"Netherlands","X1990",13.63
"Netherlands","X1991",13.88
"Netherlands","X1992",13.73
"Netherlands","X1993",13.98
"Netherlands","X1994",13.88
"Netherlands","X1995",14.15
"Netherlands","X1996",14.78
"Netherlands","X1997",14.19
"Netherlands","X1998",14.11
"Netherlands","X1999",13.24
"Netherlands","X2000",13.02
"Netherlands","X2001",12.97
"Netherlands","X2002",12.88
"Netherlands","X2003",12.81
"Netherlands","X2004",12.88
"Netherlands","X2005",12.49
"Netherlands","X2006",12.19
"Netherlands","X2007",12.13
"Netherlands","X2008",11.92
"Netherlands","X2009",11.55
"Netherlands","X2010",12.14
"Netherlands","X2011",11.3
"Netherlands","X2012",11.17
"Netherlands","X2013",11.11
"Netherlands","X2014",10.65
"Netherlands","X2015",11.09
"Netherlands","X2016",11.08
"Netherlands","X2017",10.78
"Netherlands","X2018",10.37
"Netherlands","X2019",10.01
"New Zealand","X1990",13.59
"New Zealand","X1991",12.85
"New Zealand","X1992",12.95
"New Zealand","X1993",12.58
"New Zealand","X1994",12.82
"New Zealand","X1995",12.97
"New Zealand","X1996",12.87
"New Zealand","X1997",13.36
"New Zealand","X1998",12.81
"New Zealand","X1999",13.33
"New Zealand","X2000",13.3
"New Zealand","X2001",14.71
"New Zealand","X2002",14.87
"New Zealand","X2003",15.2
"New Zealand","X2004",14.64
"New Zealand","X2005",14.84
"New Zealand","X2006",14.7
"New Zealand","X2007",14.3
"New Zealand","X2008",14.14
"New Zealand","X2009",13.34
"New Zealand","X2010",13.15
"New Zealand","X2011",14.35
"New Zealand","X2012",14.85
"New Zealand","X2013",14.65
"New Zealand","X2014",14.53
"New Zealand","X2015",14.2
"New Zealand","X2016",14.89
"New Zealand","X2017",14.92
"New Zealand","X2018",14.53
"New Zealand","X2019",14.58
"Nicaragua","X1990",6.99
"Nicaragua","X1991",6.51
"Nicaragua","X1992",6.58
"Nicaragua","X1993",6.58
"Nicaragua","X1994",6.51
"Nicaragua","X1995",6.25
"Nicaragua","X1996",6.13
"Nicaragua","X1997",6.2
"Nicaragua","X1998",6.29
"Nicaragua","X1999",6.3
"Nicaragua","X2000",6.31
"Nicaragua","X2001",7.01
"Nicaragua","X2002",7
"Nicaragua","X2003",7.13
"Nicaragua","X2004",6.93
"Nicaragua","X2005",6.92
"Nicaragua","X2006",6.86
"Nicaragua","X2007",6.8
"Nicaragua","X2008",6.68
"Nicaragua","X2009",6.6
"Nicaragua","X2010",6.58
"Nicaragua","X2011",4.54
"Nicaragua","X2012",4.54
"Nicaragua","X2013",4.52
"Nicaragua","X2014",4.62
"Nicaragua","X2015",4.7
"Nicaragua","X2016",6.04
"Nicaragua","X2017",5.92
"Nicaragua","X2018",5.86
"Nicaragua","X2019",5.87
"Niger","X1990",2.33
"Niger","X1991",2.31
"Niger","X1992",2.29
"Niger","X1993",2.29
"Niger","X1994",2.27
"Niger","X1995",2.25
"Niger","X1996",2.25
"Niger","X1997",2.24
"Niger","X1998",2.25
"Niger","X1999",2.22
"Niger","X2000",2.19
"Niger","X2001",1.79
"Niger","X2002",1.8
"Niger","X2003",1.8
"Niger","X2004",1.8
"Niger","X2005",1.8
"Niger","X2006",1.8
"Niger","X2007",1.82
"Niger","X2008",1.83
"Niger","X2009",1.84
"Niger","X2010",1.78
"Niger","X2011",1.77
"Niger","X2012",1.82
"Niger","X2013",1.85
"Niger","X2014",1.86
"Niger","X2015",1.85
"Niger","X2016",1.87
"Niger","X2017",1.86
"Niger","X2018",1.87
"Niger","X2019",1.89
"Nigeria","X1990",2.81
"Nigeria","X1991",2.91
"Nigeria","X1992",2.98
"Nigeria","X1993",2.88
"Nigeria","X1994",2.76
"Nigeria","X1995",2.73
"Nigeria","X1996",2.89
"Nigeria","X1997",2.74
"Nigeria","X1998",2.53
"Nigeria","X1999",2.36
"Nigeria","X2000",2.4
"Nigeria","X2001",2.31
"Nigeria","X2002",2.13
"Nigeria","X2003",2.22
"Nigeria","X2004",2.17
"Nigeria","X2005",2.15
"Nigeria","X2006",2.01
"Nigeria","X2007",1.89
"Nigeria","X2008",1.88
"Nigeria","X2009",1.74
"Nigeria","X2010",1.85
"Nigeria","X2011",1.87
"Nigeria","X2012",1.84
"Nigeria","X2013",1.87
"Nigeria","X2014",1.88
"Nigeria","X2015",1.8
"Nigeria","X2016",1.81
"Nigeria","X2017",1.78
"Nigeria","X2018",1.76
"Nigeria","X2019",1.76
"Niue","X1990",NA
"Niue","X1991",NA
"Niue","X1992",NA
"Niue","X1993",NA
"Niue","X1994",NA
"Niue","X1995",NA
"Niue","X1996",NA
"Niue","X1997",NA
"Niue","X1998",NA
"Niue","X1999",NA
"Niue","X2000",NA
"Niue","X2001",NA
"Niue","X2002",NA
"Niue","X2003",NA
"Niue","X2004",NA
"Niue","X2005",NA
"Niue","X2006",NA
"Niue","X2007",NA
"Niue","X2008",NA
"Niue","X2009",NA
"Niue","X2010",NA
"Niue","X2011",NA
"Niue","X2012",NA
"Niue","X2013",NA
"Niue","X2014",NA
"Niue","X2015",NA
"Niue","X2016",NA
"Niue","X2017",NA
"Niue","X2018",NA
"Niue","X2019",NA
"North Korea","X1990",7.94
